,Position,Salary Estimate,Rating,Organization,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
0,Data Scientist 1-1,-1,4.0,"Paypal
4.0",Chennai,-1,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
1,Data Scientist 1,₹512K - ₹622K (Glassdoor Est.),4.0,"Paypal
4.0",Chennai,-1,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
2,Data Scientist,₹420K - ₹600K (Glassdoor Est.),4.1,"Appirio
4.1",Hyderābād,-1,1001 to 5000 Employees,2006,Company - Private,Consulting,Business Services,$100 to $500 million (USD),-1
3,"Manager, Data Science",₹480K - ₹853K (Glassdoor Est.),3.7,"Aera Technology
3.7",Pune,-1,201 to 500 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
4,Senior Data Engineer,₹542K - ₹632K (Glassdoor Est.),4.1,"Navis LLC
4.1",Chennai,-1,501 to 1000 Employees,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1
5,Data Scientist,₹439K - ₹561K (Glassdoor Est.),4.0,"Ericsson-Worldwide
4.0",Chennai,-1,10000+ Employees,1876,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),-1
6,Data Scientist,-1,4.2,"Dell Technologies
4.2",Bangalore,-1,10000+ Employees,1984,Company - Public,IT Services,Information Technology,$10+ billion (USD),-1
7,Data Scientist,₹457K - ₹899K (Glassdoor Est.),3.9,"Nutanix
3.9",Bangalore,-1,5001 to 10000 Employees,2009,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
8,Data Scientist,₹457K - ₹899K (Glassdoor Est.),3.9,"Nutanix
3.9",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
9,Data Scientist - Machine Learning,₹769K - ₹898K (Glassdoor Est.),4.3,"Blue Yonder
4.3",Bangalore,-1,5001 to 10000 Employees,1985,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $2 billion (USD),-1
10,Data Scientist - Machine Learning,₹769K - ₹898K (Glassdoor Est.),4.3,"Blue Yonder
4.3",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
11,Data Scientist,₹449K - ₹557K (Glassdoor Est.),3.9,"Razorpay
3.9",Bangalore,-1,501 to 1000 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
12,Data Scientist,₹449K - ₹557K (Glassdoor Est.),3.9,"Razorpay
3.9",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
13,Data Scientist,₹629K - ₹728K (Glassdoor Est.),4.4,"Applied Data Finance
4.4",Chennai,-1,51 to 200 Employees,2014,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1
14,Data Scientist,-1,4.0,"Mahajan Imaging
4.0",New Delhi,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
15,Data Scientist,₹496K - ₹874K (Glassdoor Est.),3.5,"ECS
3.5",Chennai,-1,501 to 1000 Employees,2008,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
16,Data Scientist,₹581K - ₹781K (Glassdoor Est.),3.6,"Decimal Point Analytics
3.6",Mumbai,-1,51 to 200 Employees,-1,Company - Private,Financial Analytics & Research,Finance,Unknown / Non-Applicable,-1
17,Data Scientist,₹342K - ₹740K (Glassdoor Est.),3.5,"Xome
3.5",Chennai,-1,5001 to 10000 Employees,1994,Company - Public,Lending,Finance,$5 to $10 billion (USD),-1
18,Data Scientist,₹243K - ₹900K (Glassdoor Est.),-1,Tenzai,Bangalore,-1,Unknown,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
19,Data Scientist,-1,4.5,"Payoda
4.5",Coimbatore,-1,201 to 500 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1
20,Data Scientist,₹600K - ₹867K (Glassdoor Est.),3.7,"XPO Logistics
3.7",Mumbai,-1,10000+ Employees,2011,Company - Public,Transportation Management,Transportation & Logistics,$10+ billion (USD),-1
21,Data Scientist,₹600K - ₹867K (Glassdoor Est.),3.7,"XPO Logistics
3.7",Mumbai,-1,-1,-1,-1,-1,-1,-1,-1
22,Data Scientist,₹417K - ₹891K (Glassdoor Est.),4.1,"loyalytics consulting
4.1",Bangalore,-1,1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
23,Data Scientist,₹243K - ₹900K (Glassdoor Est.),-1,Talent Zone Consultants,Bangalore,-1,Unknown,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
24,Data Scientist,-1,4.4,"Directi
4.4",Mumbai,-1,1001 to 5000 Employees,1998,Company - Private,Internet,Information Technology,$1 to $2 billion (USD),-1
25,Data Scientist,-1,5.0,"Techlive
5.0",Noida,-1,51 to 200 Employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
26,Data Scientist,-1,5.0,"Techlive
5.0",Noida,-1,-1,-1,-1,-1,-1,-1,-1
27,Data Scientist,₹534K - ₹579K (Glassdoor Est.),4.1,"Sentieo
4.1",New Delhi,-1,51 to 200 Employees,2016,Company - Private,Financial Analytics & Research,Finance,$5 to $10 million (USD),-1
28,Data Scientist,₹534K - ₹579K (Glassdoor Est.),4.1,"Sentieo
4.1",New Delhi,-1,-1,-1,-1,-1,-1,-1,-1
29,Data Scientist,₹277K - ₹793K (Glassdoor Est.),3.1,"IMG Systems
3.1",Hyderābād,-1,1 to 50 Employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1
30,Data Scientist,-1,3.6,"Larsen & Toubro Infotech Limited
3.6",India,-1,10000+ Employees,1997,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1
31,Senior Data Scientist,₹629K - ₹739K (Glassdoor Est.),4.0,"Paypal
4.0",Chennai,-1,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
32,Business and Data Analyst - GUR,₹629K - ₹739K (Glassdoor Est.),4.1,"BlackRock
4.1",Gurgaon,-1,10000+ Employees,1988,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1
33,Data Scientist,₹629K - ₹739K (Glassdoor Est.),4.4,"Axslogic
4.4",Gurgaon,-1,51 to 200 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
34,Data Scientist,₹629K - ₹739K (Glassdoor Est.),3.4,"XCEEDANCE
3.4",Gurgaon,-1,1001 to 5000 Employees,2013,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
35,Data Scientist,₹629K - ₹739K (Glassdoor Est.),4.5,"Tookitaki
4.5",Bangalore,-1,51 to 200 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
36,Data Scientist,₹629K - ₹739K (Glassdoor Est.),4.3,"MakeMyTrip
4.3",Bangalore,-1,1001 to 5000 Employees,2000,Company - Public,Internet,Information Technology,$100 to $500 million (USD),-1
37,Data Scientist,₹629K - ₹739K (Glassdoor Est.),3.7,"Tata Insights and Quants
3.7",Mumbai,-1,Unknown,-1,Company - Private,Architectural & Engineering Services,Business Services,$10+ billion (USD),-1
38,Data Scientist,₹629K - ₹739K (Glassdoor Est.),-1,Acumont Solutions Private Limited,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
39,Data Scientist,₹629K - ₹739K (Glassdoor Est.),-1,"BreathX Technologies Inc, ( Canary Health Technologies)",Bangalore,-1,Unknown,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
40,Manager - Data Scientist,₹629K - ₹739K (Glassdoor Est.),3.8,"Genpact
3.8",Bangalore,-1,10000+ Employees,1997,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),-1
41,Data Scientist,₹629K - ₹739K (Glassdoor Est.),4.2,"Harjai Computers
4.2",Mumbai,-1,201 to 500 Employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
42,Data Scientist,₹629K - ₹739K (Glassdoor Est.),3.8,"American Express Global Business Travel
3.8",Gurgaon,-1,10000+ Employees,1915,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,-1
43,Data Scientist,₹629K - ₹739K (Glassdoor Est.),4.0,"Applied Materials Inc.
4.0",Bangalore,-1,10000+ Employees,1967,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),-1
44,Data Scientist,₹629K - ₹739K (Glassdoor Est.),4.9,"Terra Economics & Analytics Lab (TEAL)
4.9",New Delhi,-1,1 to 50 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
45,Data Scientist,₹629K - ₹739K (Glassdoor Est.),3.5,"Hitachi
3.5",Pune,-1,10000+ Employees,1910,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1
46,Data Scientist,₹629K - ₹739K (Glassdoor Est.),3.5,"Hitachi
3.5",Pune,-1,-1,-1,-1,-1,-1,-1,-1
47,Data Scientist,₹629K - ₹739K (Glassdoor Est.),3.5,"Hitachi
3.5",Pune,-1,-1,-1,-1,-1,-1,-1,-1
48,Data Scientist,₹629K - ₹739K (Glassdoor Est.),-1,Acmeture Global Consulting Services,Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1
49,Data Scientist,₹629K - ₹739K (Glassdoor Est.),3.7,"Infinium Solutionz
3.7",Ahmedabad,-1,201 to 500 Employees,2008,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1
50,Data Scientist,₹629K - ₹739K (Glassdoor Est.),-1,Germane Analytics Pvt Ltd,Bangalore,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
51,Data Scientist - 1120-CN,₹629K - ₹739K (Glassdoor Est.),4.6,"Elsevier
4.6",Chennai,-1,5001 to 10000 Employees,1880,Subsidiary or Business Segment,Publishing,Media,$2 to $5 billion (USD),-1
52,Data Scientist,₹629K - ₹739K (Glassdoor Est.),3.7,"Sequretek
3.7",Mumbai,-1,201 to 500 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
53,Sr Data Scientist,₹629K - ₹739K (Glassdoor Est.),4.0,"Morgan Stanley
4.0",Bangalore,-1,10000+ Employees,1935,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1
54,Data Scientist,₹629K - ₹739K (Glassdoor Est.),4.1,"Bayer
4.1",Bangalore,-1,5001 to 10000 Employees,1863,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
55,Data Scientist,₹629K - ₹739K (Glassdoor Est.),3.8,"Zauba Corp
3.8",Bangalore,-1,1 to 50 Employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1
56,Data Scientist,₹629K - ₹739K (Glassdoor Est.),4.2,"Allerin Tech Private Limited
4.2",Mumbai,-1,51 to 200 Employees,2006,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1
57,Data Scientist,₹629K - ₹739K (Glassdoor Est.),2.9,"eJam
2.9",Remote,-1,1 to 50 Employees,-1,Unknown,-1,-1,Less than $1 million (USD),-1
58,Data Scientist,₹629K - ₹739K (Glassdoor Est.),2.9,"eJam
2.9",Remote,-1,-1,-1,-1,-1,-1,-1,-1
59,Data Scientist,₹629K - ₹739K (Glassdoor Est.),-1,AceNet,Bangalore,-1,Unknown,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
60,Data Scientist,₹629K - ₹739K (Glassdoor Est.),3.5,"ALSTOM
3.5",Bangalore,-1,10000+ Employees,1928,Company - Public,Industrial Manufacturing,Manufacturing,$5 to $10 billion (USD),-1
61,Senior Big Data Engineer (Data Science/ML),₹629K - ₹739K (Glassdoor Est.),3.5,"Integral Ad Science
3.5",Pune,-1,501 to 1000 Employees,2009,Company - Private,Internet,Information Technology,$100 to $500 million (USD),-1
62,Senior Big Data Engineer (Data Science/ML),₹629K - ₹739K (Glassdoor Est.),3.5,"Integral Ad Science
3.5",Pune,-1,-1,-1,-1,-1,-1,-1,-1
63,"MTS 1, Data Engineer-1",₹541K - ₹940K (Glassdoor Est.),4.0,"Paypal
4.0",Chennai,-1,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
64,"MTS 1, Data Engineer-1",₹541K - ₹940K (Glassdoor Est.),4.0,"Paypal
4.0",Chennai,-1,-1,-1,-1,-1,-1,-1,-1
65,Data Scientist,₹541K - ₹940K (Glassdoor Est.),3.6,"Michael Page
3.6",Mumbai,-1,201 to 500 Employees,-1,Company - Private,Security Services,Business Services,Less than $1 million (USD),-1
66,Data Scientist,₹541K - ₹940K (Glassdoor Est.),3.3,"Virtusa Software Services Private Limited
3.3",Chennai,-1,10000+ Employees,1996,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),-1
67,Sr Data Scientist,₹541K - ₹940K (Glassdoor Est.),4.2,"Target
4.2",Bangalore,-1,10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD),-1
68,Data Scientist,₹541K - ₹940K (Glassdoor Est.),4.0,"Sulekha
4.0",Chennai,-1,1001 to 5000 Employees,2004,Company - Private,Internet,Information Technology,$100 to $500 million (USD),-1
69,Data Scientist,₹541K - ₹940K (Glassdoor Est.),4.2,"Magicbricks
4.2",Bangalore,-1,1001 to 5000 Employees,2006,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
70,Data Scientist,₹541K - ₹940K (Glassdoor Est.),3.1,"Gauge Data Solutions
3.1",Noida,-1,1 to 50 Employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
71,Data Scientist,₹541K - ₹940K (Glassdoor Est.),3.0,"BDB
3.0",Bangalore,-1,51 to 200 Employees,1993,Company - Private,-1,-1,Less than $1 million (USD),-1
72,Data Scientist,₹541K - ₹940K (Glassdoor Est.),3.7,"Affine Analytics
3.7",Bangalore,-1,201 to 500 Employees,2011,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
73,Data Scientist,₹541K - ₹940K (Glassdoor Est.),3.9,"FinAcPlus
3.9",Hyderābād,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
74,Data Scientist,₹541K - ₹940K (Glassdoor Est.),3.6,"Clean Harbors India LLP
3.6",Hyderābād,-1,10000+ Employees,1980,Company - Public,Trucking,Transportation & Logistics,$2 to $5 billion (USD),-1
75,Data Scientist,₹541K - ₹940K (Glassdoor Est.),4.3,"Talentica Software India
4.3",Pune,-1,201 to 500 Employees,2003,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
76,Data Scientist & Business Development,₹541K - ₹940K (Glassdoor Est.),4.7,"Grid Logic Software Private Limited
4.7",Hyderābād,-1,501 to 1000 Employees,2010,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
77,Data Scientist,₹541K - ₹940K (Glassdoor Est.),3.9,"Clinton Health Access Initiative
3.9",New Delhi,-1,501 to 1000 Employees,-1,Nonprofit Organization,Social Assistance,Non-Profit,Less than $1 million (USD),-1
78,Data Scientist,₹541K - ₹940K (Glassdoor Est.),4.0,"RedLotus
4.0",Mumbai,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
79,Data Scientist,₹541K - ₹940K (Glassdoor Est.),4.0,"RedLotus
4.0",Mumbai,-1,-1,-1,-1,-1,-1,-1,-1
80,Data Scientist,₹541K - ₹940K (Glassdoor Est.),-1,Pivotchain Solution Technologies,Pune,-1,-1,-1,-1,-1,-1,-1,-1
81,Data Scientist,₹541K - ₹940K (Glassdoor Est.),4.1,"Thoucentric
4.1",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
82,Data Scientist,₹541K - ₹940K (Glassdoor Est.),4.1,"Thoucentric
4.1",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
83,Data Scientist,₹541K - ₹940K (Glassdoor Est.),-1,SearchUrCollege,Noida,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
84,Data Scientist,₹541K - ₹940K (Glassdoor Est.),-1,SearchUrCollege,Noida,-1,-1,-1,-1,-1,-1,-1,-1
85,Data Scientist,₹541K - ₹940K (Glassdoor Est.),4.1,"Ank Aha
4.1",New Delhi,-1,1 to 50 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
86,Data Scientist,₹541K - ₹940K (Glassdoor Est.),3.5,"Fanatics Inc.
3.5",Hyderābād,-1,5001 to 10000 Employees,1996,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1
87,Data Scientist,₹541K - ₹940K (Glassdoor Est.),3.5,"NICE Actimize
3.5",Pune,-1,1001 to 5000 Employees,-1,Company - Private,Home Furniture & Housewares Stores,Retail,$100 to $500 million (USD),-1
88,Data Scientist,₹541K - ₹940K (Glassdoor Est.),3.5,"NICE Actimize
3.5",Pune,-1,-1,-1,-1,-1,-1,-1,-1
89,Data Scientist,₹541K - ₹940K (Glassdoor Est.),-1,Innominds Software,Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1
90,Data Scientist,₹541K - ₹940K (Glassdoor Est.),-1,Innominds Software,Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1
91,Data Scientist,₹541K - ₹940K (Glassdoor Est.),3.7,"ESRI, Inc.
3.7",New Delhi,-1,1001 to 5000 Employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),-1
92,Data Scientist,₹541K - ₹940K (Glassdoor Est.),4.1,"Arista Networks
4.1",Bangalore,-1,1001 to 5000 Employees,2004,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD),-1
93,Data Scientist,₹541K - ₹940K (Glassdoor Est.),3.4,"Wolters Kluwer
3.4",Pune,-1,10000+ Employees,1836,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),-1
94,Data Scientist,₹541K - ₹940K (Glassdoor Est.),3.4,"Wolters Kluwer
3.4",Pune,-1,-1,-1,-1,-1,-1,-1,-1
95,Manager - Data Science,₹569K - ₹896K (Glassdoor Est.),3.8,"Genpact
3.8",Bangalore,-1,10000+ Employees,1997,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),-1
96,Data Engineer,₹569K - ₹896K (Glassdoor Est.),4.2,"Autodesk
4.2",Bangalore,-1,5001 to 10000 Employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1
97,Data Scientist,₹569K - ₹896K (Glassdoor Est.),3.7,"Algoscale
3.7",Noida,-1,1 to 50 Employees,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
98,Jr. Data scientist,₹569K - ₹896K (Glassdoor Est.),4.2,"Blackstraw
4.2",Chennai,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
99,Data Scientist,₹569K - ₹896K (Glassdoor Est.),3.8,"Bottomline Technologies
3.8",Bangalore,-1,1001 to 5000 Employees,1989,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1
100,Data Scientist,₹569K - ₹896K (Glassdoor Est.),4.0,"Priority Vendor
4.0",Noida,-1,51 to 200 Employees,2014,Company - Private,-1,Finance,Unknown / Non-Applicable,-1
101,Data Scientist,₹569K - ₹896K (Glassdoor Est.),4.0,"Zestmoney
4.0",Karnataka,-1,201 to 500 Employees,2015,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1
102,Data Scientist,₹569K - ₹896K (Glassdoor Est.),4.0,"Zestmoney
4.0",Karnataka,-1,-1,-1,-1,-1,-1,-1,-1
103,Data Scientist,₹569K - ₹896K (Glassdoor Est.),4.1,"Shell
4.1",Chennai,-1,10000+ Employees,1907,Company - Public,Oil & Gas Exploration & Production,"Oil, Gas, Energy & Utilities",$10+ billion (USD),-1
104,Data Scientist,₹569K - ₹896K (Glassdoor Est.),-1,Reverenc Technologies Pvt Ltd,Pune,-1,-1,-1,-1,-1,-1,-1,-1
105,Data Scientist,₹569K - ₹896K (Glassdoor Est.),-1,Reverenc Technologies Pvt Ltd,Pune,-1,-1,-1,-1,-1,-1,-1,-1
106,Data Scientist,₹569K - ₹896K (Glassdoor Est.),-1,skilora,Remote,-1,-1,-1,-1,-1,-1,-1,-1
107,Data Scientist,₹569K - ₹896K (Glassdoor Est.),-1,torcai digital media,Pune,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
108,Data Scientist,₹569K - ₹896K (Glassdoor Est.),-1,Fitfyles,New Delhi,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
109,Data Scientist,₹569K - ₹896K (Glassdoor Est.),-1,Hookfish,Mumbai,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
110,Data Scientist,₹569K - ₹896K (Glassdoor Est.),3.9,"Apptio
3.9",Bangalore,-1,501 to 1000 Employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
111,Data Scientist,₹569K - ₹896K (Glassdoor Est.),3.6,"Inspirisys Solutions
3.6",Chennai,-1,1001 to 5000 Employees,1995,Company - Public,IT Services,Information Technology,$1 to $2 billion (USD),-1
112,Data Scientist,₹569K - ₹896K (Glassdoor Est.),3.6,"Inspirisys Solutions
3.6",Chennai,-1,-1,-1,-1,-1,-1,-1,-1
113,Data Scientist,₹569K - ₹896K (Glassdoor Est.),3.4,"CoStrategix
3.4",Bangalore,-1,51 to 200 Employees,2006,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
114,Data Scientist,₹569K - ₹896K (Glassdoor Est.),3.5,"iqm.com
3.5",Ahmedabad,-1,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
115,Data Scientist,₹569K - ₹896K (Glassdoor Est.),4.5,"mindcurv
4.5",Cochin,-1,201 to 500 Employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
116,Data Scientist,₹569K - ₹896K (Glassdoor Est.),4.2,"Great Learning
4.2",Gurgaon,-1,501 to 1000 Employees,2013,Company - Private,Education Training Services,Education,$10 to $25 million (USD),-1
117,Data Scientist,₹569K - ₹896K (Glassdoor Est.),3.7,"TransAltus Management consulting Private Limited
3.7",Bangalore,-1,51 to 200 Employees,2011,Contract,IT Services,Information Technology,Unknown / Non-Applicable,-1
118,Data Scientist,₹569K - ₹896K (Glassdoor Est.),3.7,"TransAltus Management consulting Private Limited
3.7",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
119,Data Analyst - Product,₹569K - ₹896K (Glassdoor Est.),4.4,"Saavn
4.4",Mumbai,-1,201 to 500 Employees,2007,Company - Private,Music Production & Distribution,Media,Unknown / Non-Applicable,-1
120,Data Scientist,₹569K - ₹896K (Glassdoor Est.),3.8,"Lera Technologies Private Limited
3.8",Bangalore,-1,51 to 200 Employees,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
121,Data Science for AI/Advance Analytic,₹569K - ₹896K (Glassdoor Est.),3.8,"Genpact
3.8",Hyderābād,-1,10000+ Employees,1997,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),-1
122,Data Science for AI/Advance Analytic,₹569K - ₹896K (Glassdoor Est.),3.8,"Genpact
3.8",Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1
123,Data Scientist,₹569K - ₹896K (Glassdoor Est.),4.1,"MSD
4.1",India,-1,10000+ Employees,1891,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
124,Data Scientist,₹569K - ₹896K (Glassdoor Est.),4.1,"MSD
4.1",India,-1,-1,-1,-1,-1,-1,-1,-1
125,Data Scientist DA4AD,₹569K - ₹896K (Glassdoor Est.),3.9,"Mercedes-Benz Research and Development India Private Limited
3.9",Bangalore,-1,10000+ Employees,1965,Subsidiary or Business Segment,Vehicle Dealers,Retail,$10+ billion (USD),-1
126,Data Scientist DA4AD,₹569K - ₹896K (Glassdoor Est.),3.9,"Mercedes-Benz Research and Development India Private Limited
3.9",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
127,Senior Data Analyst,₹403K - ₹600K (Glassdoor Est.),4.1,"ChargePoint
4.1",Gurgaon,-1,501 to 1000 Employees,2007,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1
128,Data Engineer,₹403K - ₹600K (Glassdoor Est.),3.7,"Micron Technology
3.7",Hyderābād,-1,10000+ Employees,1978,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
129,Data Scientist,₹403K - ₹600K (Glassdoor Est.),4.1,"TEQNirvana
4.1",Mumbai,-1,1 to 50 Employees,2005,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
130,Data Scientist,₹403K - ₹600K (Glassdoor Est.),2.9,"Helfie
2.9",Pune,-1,1 to 50 Employees,-1,Company - Private,Consulting,Business Services,Less than $1 million (USD),-1
131,Senior Data Scientist,₹403K - ₹600K (Glassdoor Est.),3.3,"Walmart
3.3",Bangalore,-1,1001 to 5000 Employees,1962,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),-1
132,Data Scientist,₹403K - ₹600K (Glassdoor Est.),3.6,"Commvault
3.6",Bangalore,-1,1001 to 5000 Employees,1996,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),-1
133,Data Scientist,₹403K - ₹600K (Glassdoor Est.),3.7,"Grameen Foundation
3.7",Gurgaon,-1,51 to 200 Employees,-1,Company - Private,Accounting,Accounting & Legal,$10 to $25 million (USD),-1
134,Data Scientist,₹403K - ₹600K (Glassdoor Est.),3.7,"Grameen Foundation
3.7",Gurgaon,-1,-1,-1,-1,-1,-1,-1,-1
135,Data Scientist,₹403K - ₹600K (Glassdoor Est.),-1,Saffron Consultancy Services,New Delhi,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
136,Data Scientist,₹403K - ₹600K (Glassdoor Est.),4.3,"TALCHEMIST
4.3",Bangalore,-1,1 to 50 Employees,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
137,Data Scientist,₹403K - ₹600K (Glassdoor Est.),4.0,"Aspire Systems
4.0",Chennai,-1,1001 to 5000 Employees,1996,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1
138,Data Scientist,₹403K - ₹600K (Glassdoor Est.),3.8,"Kwalee
3.8",Bangalore,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
139,Data Scientist,₹403K - ₹600K (Glassdoor Est.),3.8,"Kwalee
3.8",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
140,Data Scientist,₹403K - ₹600K (Glassdoor Est.),4.2,"Hewlett Packard Enterprise
4.2",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
141,Data Scientist,₹403K - ₹600K (Glassdoor Est.),4.1,"abc consultants
4.1",Noida,-1,201 to 500 Employees,1969,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
142,Data Scientist,₹403K - ₹600K (Glassdoor Est.),3.4,"IQLECT
3.4",Bangalore,-1,1 to 50 Employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
143,Data Scientist,₹403K - ₹600K (Glassdoor Est.),4.1,"LT Technology Services
4.1",Bangalore,-1,10000+ Employees,2014,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),-1
144,Data Scientist,₹403K - ₹600K (Glassdoor Est.),4.4,"Alphonso
4.4",Bangalore,-1,51 to 200 Employees,2012,Company - Private,TV Broadcast & Cable Networks,Media,Unknown / Non-Applicable,-1
